Ticket,Date,Customer - Site - Service,Service,Container Size,Material,Route,Truck,Quantity,Per,Disposal Rate,Per,Disposal Cost,Quantity Billed,Per,Bill Rate,Per,Amount
988530,04/01/25,210584-0001-002 LOWE'S,R2,30.0,28,2225,42,4.94,TN,$46.50,/ TN,$229.71,4.94,TN,$46.50,/ TN,$229.71
988551,04/01/25,205537-0001-001 HOME DEPOT # 6540,R2,30.0,28,2226,62,10.02,TN,$46.50,/ TN,$465.93,10.02,TN,$46.50,/ TN,$465.93
988665,04/01/25,214242-0001-001 HERITAGE LANDSCAPE,R1,30.0,28,2221,56,1.17,TN,$46.50,/ TN,$54.41,1.17,TN,$46.50,/ TN,$54.41
988696,04/01/25,205041-0001-001 HPJ,R1,30.0,28,2223,79,2.64,TN,$46.50,/ TN,$122.76,2.64,TN,$46.50,/ TN,$122.76
988698,04/01/25,209968-0001-001 H E B # 207 COMPACTOR,R2,30.0,28,2226,62,5.81,TN,$46.50,/ TN,$270.17,5.81,TN,$46.50,/ TN,$270.17
988797,04/01/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,2225,42,6.51,TN,$46.50,/ TN,$302.72,6.51,TN,$46.50,/ TN,$302.72
988831,04/01/25,211450-0001-001 DOCTORS HOSPITAL-COMP,R2,30.0,28,2221,56,5.31,TN,$46.50,/ TN,$246.92,5.31,TN,$46.50,/ TN,$246.92
988862,04/01/25,211365-0001-002 MRS BAIRD'S BAKERY,R1,30.0,28,2221,56,1.33,TN,$46.50,/ TN,$61.85,1.33,TN,$46.50,/ TN,$61.85
988863,04/01/25,204326-0001-001 CALVARY CATHOLIC CEMETARY,R1,30.0,28,2225,42,2.49,TN,$46.50,/ TN,$115.79,2.49,TN,$46.50,/ TN,$115.79
988889,04/01/25,211153-0001-001 LAREDO COUNTRY CLUB,R1,30.0,28,2221,56,1.67,TN,$46.50,/ TN,$77.66,1.67,TN,$46.50,/ TN,$77.66
988894,04/01/25,215833-0002-001 PILOT,R1,30.0,28,2223,79,1.73,TN,$46.50,/ TN,$80.45,1.73,TN,$46.50,/ TN,$80.45
988896,04/01/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,2226,62,0.35,TN,$46.50,/ TN,$16.28,0.35,TN,$46.50,/ TN,$16.28
988911,04/01/25,204326-0001-001 CALVARY CATHOLIC CEMETARY,R1,30.0,28,2225,42,2.92,TN,$46.50,/ TN,$135.78,2.92,TN,$46.50,/ TN,$135.78
988943,04/02/25,205738-0001-001 FRENCH ELLISON TRUCK CTR,R1,30.0,28,3223,79,1.71,TN,$46.50,/ TN,$79.52,1.71,TN,$46.50,/ TN,$79.52
989034,04/02/25,210918-0001-001 TRAVEL AMERICA,R2,30.0,28,3225,42,4.26,TN,$46.50,/ TN,$198.09,4.26,TN,$46.50,/ TN,$198.09
989062,04/02/25,212307-0002-002 MISSION PRODUCE,R1,30.0,28,3224,57,1.24,TN,$46.50,/ TN,$57.66,1.24,TN,$46.50,/ TN,$57.66
989065,04/02/25,205738-0001-001 FRENCH ELLISON TRUCK CTR,R1,30.0,28,3223,79,1.92,TN,$46.50,/ TN,$89.28,1.92,TN,$46.50,/ TN,$89.28
989119,04/02/25,204023-0001-001 CITY OF COTULLA,R1,20.0,14,3226,62,9.47,TN,$46.50,/ TN,$440.36,9.47,TN,$46.50,/ TN,$440.36
989127,04/02/25,207888-0001-001 ARCHROCK,R1,30.0,28,3221,56,1.2,TN,$46.50,/ TN,$55.80,1.2,TN,$46.50,/ TN,$55.80
989217,04/02/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,3221,56,1.41,TN,$46.50,/ TN,$65.57,1.41,TN,$46.50,/ TN,$65.57
989240,04/02/25,211219-0001-001 TRI-NATIONAL INC,R1,30.0,28,3225,42,1.21,TN,$46.50,/ TN,$56.27,1.21,TN,$46.50,/ TN,$56.27
989248,04/02/25,214193-0001-001 PAM TRANSPORT,R1,30.0,28,3224,57,2.24,TN,$46.50,/ TN,$104.16,2.24,TN,$46.50,/ TN,$104.16
989377,04/02/25,213612-0001-001 TRANSPLACE MEXICO LLC,R1,30.0,28,3225,42,1.36,TN,$46.50,/ TN,$63.24,1.36,TN,$46.50,/ TN,$63.24
989451,04/02/25,209971-0002-001 H E B MERCADO,R1,30.0,28,3224,57,5.43,TN,$46.50,/ TN,$252.50,5.43,TN,$46.50,/ TN,$252.50
989458,04/02/25,208886-0001-001 FONTAINE MODIFICATION,R1,30.0,28,3221,56,0.67,TN,$46.50,/ TN,$31.16,0.67,TN,$46.50,/ TN,$31.16
989473,04/02/25,209368-0002-001 RYDER INTEGRATED LOGITICS,R1,15.0,28,3226,62,0.44,TN,$46.50,/ TN,$20.46,0.44,TN,$46.50,/ TN,$20.46
989477,04/02/25,212256-0001-002 US COLD STORAGE,R2,30.0,28,3223,79,4.36,TN,$46.50,/ TN,$202.74,4.36,TN,$46.50,/ TN,$202.74
989499,04/02/25,210131-0001-001 TKR USA INC,R1,30.0,28,3225,42,0.62,TN,$46.50,/ TN,$28.83,0.62,TN,$46.50,/ TN,$28.83
989536,04/02/25,214441-0001-001 HOTEL AVA,R1,30.0,28,3221,56,3.84,TN,$46.50,/ TN,$178.56,3.84,TN,$46.50,/ TN,$178.56
989545,04/02/25,215805-0001-001 Precision Waste Solutions,R1,30.0,28,3225,42,1.0,TN,$46.50,/ TN,$46.50,1.0,TN,$46.50,/ TN,$46.50
989570,04/02/25,214363-0001-001 COCA COLA,R1,30.0,28,3224,57,0.85,TN,$46.50,/ TN,$39.53,0.85,TN,$46.50,/ TN,$39.53
989597,04/02/25,203654-0001-001 MC COYS BUILDING SUPPL,R1,30.0,28,3225,42,1.13,TN,$46.50,/ TN,$52.55,1.13,TN,$46.50,/ TN,$52.55
989598,04/02/25,215943-0001-001 OLD COUNTRY BBQ PITS,R1,30.0,28,3226,62,1.8,TN,$46.50,/ TN,$83.70,1.8,TN,$46.50,/ TN,$83.70
989603,04/02/25,214441-0001-001 HOTEL AVA,R1,30.0,28,3221,56,2.59,TN,$46.50,/ TN,$120.44,2.59,TN,$46.50,/ TN,$120.44
989623,04/03/25,210378-0001-002 SOUTH TEXAS FOOD BANK,R1,30.0,28,4224,57,2.37,TN,$46.50,/ TN,$110.21,2.37,TN,$46.50,/ TN,$110.21
989654,04/03/25,200936-0001-001 COLORSCAPES INC,R1,30.0,28,4223,79,4.4,TN,$46.50,/ TN,$204.60,4.4,TN,$46.50,/ TN,$204.60
989678,04/03/25,205033-0001-002 MALL DEL NORTE,R2,30.0,28,4225,42,0.67,TN,$46.50,/ TN,$31.16,0.67,TN,$46.50,/ TN,$31.16
989683,04/03/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,4226,62,1.14,TN,$46.50,/ TN,$53.01,1.14,TN,$46.50,/ TN,$53.01
989698,04/03/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,4224,57,5.23,TN,$46.50,/ TN,$243.20,5.23,TN,$46.50,/ TN,$243.20
989720,04/03/25,209975-0001-002 H E B #186 COMPACTOR,R1,30.0,28,4221,56,2.06,TN,$46.50,/ TN,$95.79,2.06,TN,$46.50,/ TN,$95.79
989736,04/03/25,200936-0001-001 COLORSCAPES INC,R1,30.0,28,4223,79,3.92,TN,$46.50,/ TN,$182.28,3.92,TN,$46.50,/ TN,$182.28
989745,04/03/25,210687-0001-001 TARGET 2112,R1,30.0,28,4226,62,2.97,TN,$46.50,/ TN,$138.11,2.97,TN,$46.50,/ TN,$138.11
989782,04/03/25,210260-0001-001 U S BORDER PATROL,R1,20.0,28,4221,56,0.23,TN,$46.50,/ TN,$10.70,0.23,TN,$46.50,/ TN,$10.70
989783,04/03/25,201871-0001-001 LASER FORWARDING,R1,30.0,28,4225,42,1.66,TN,$46.50,/ TN,$77.19,1.66,TN,$46.50,/ TN,$77.19
989813,04/03/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,4221,56,0.89,TN,$46.50,/ TN,$41.39,0.89,TN,$46.50,/ TN,$41.39
989858,04/03/25,202091-0001-001 AMERICA DISPATCH,R1,30.0,28,4223,79,0.74,TN,$46.50,/ TN,$34.41,0.74,TN,$46.50,/ TN,$34.41
989876,04/03/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,4226,62,6.14,TN,$46.50,/ TN,$285.51,6.14,TN,$46.50,/ TN,$285.51
989878,04/03/25,208512-0001-001 FORZA TRANSPORTATION,R1,30.0,28,4224,57,2.47,TN,$46.50,/ TN,$114.86,2.47,TN,$46.50,/ TN,$114.86
989976,04/03/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,4226,62,0.44,TN,$46.50,/ TN,$20.46,0.44,TN,$46.50,/ TN,$20.46
989983,04/03/25,211312-0001-001 PROTRANS INTERNATIONAL,R1,30.0,28,4223,79,0.96,TN,$46.50,/ TN,$44.64,0.96,TN,$46.50,/ TN,$44.64
989996,04/03/25,211226-0001-001 TARGET-TGT002112,R3,30.0,28,4225,42,6.51,TN,$46.50,/ TN,$302.72,6.51,TN,$46.50,/ TN,$302.72
990004,04/03/25,215881-0001-001 3G ELECTRICAL SUPPLY,R1,30.0,28,4224,57,2.53,TN,$46.50,/ TN,$117.65,2.53,TN,$46.50,/ TN,$117.65
990007,04/03/25,215940-0001-001 TINA CERDA,R1,10.0,28,4226,62,1.06,TN,$46.50,/ TN,$49.29,1.06,TN,$46.50,/ TN,$49.29
990008,04/03/25,207492-0001-001 GERBER PLUMBING FIXTURES LLC,R1,30.0,28,4221,56,1.67,TN,$46.50,/ TN,$77.66,1.67,TN,$46.50,/ TN,$77.66
990045,04/03/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,4226,62,0.5,TN,$46.50,/ TN,$23.25,0.5,TN,$46.50,/ TN,$23.25
990073,04/03/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,4226,62,11.5,TN,$46.50,/ TN,$534.75,11.5,TN,$46.50,/ TN,$534.75
990091,04/03/25,202566-0001-001 ROBERT BOSCH CORP,R1,30.0,28,4225,42,1.17,TN,$46.50,/ TN,$54.41,1.17,TN,$46.50,/ TN,$54.41
990103,04/03/25,200809-0001-001 IMPEX FOWARDING,R1,30.0,28,4223,79,1.97,TN,$46.50,/ TN,$91.61,1.97,TN,$46.50,/ TN,$91.61
990125,04/03/25,215922-0001-001 INTERNATIONAL SPECIALIZE,R1,30.0,28,4221,56,2.45,TN,$46.50,/ TN,$113.93,2.45,TN,$46.50,/ TN,$113.93
990159,04/03/25,215878-0001-001 MEXUS COLD STORAGE,R1,30.0,28,4224,57,1.08,TN,$46.50,/ TN,$50.22,1.08,TN,$46.50,/ TN,$50.22
990205,04/03/25,202566-0001-001 ROBERT BOSCH CORP,R1,30.0,28,4226,62,1.29,TN,$46.50,/ TN,$59.99,1.29,TN,$46.50,/ TN,$59.99
990210,04/03/25,215729-0001-001 DKC CONSTRUCTION,R1,30.0,28,4225,42,3.57,TN,$46.50,/ TN,$166.01,3.57,TN,$46.50,/ TN,$166.01
990218,04/03/25,209156-0001-001 CS CARGO U S A,R1,30.0,28,4223,79,2.06,TN,$46.50,/ TN,$95.79,2.06,TN,$46.50,/ TN,$95.79
990227,04/03/25,210842-0001-001 ASCENT FOODS,R1,30.0,13,4221,56,5.36,TN,$216.50,/ TN,"$1,160.44",5.36,TN,$216.50,/ TN,"$1,160.44"
990229,04/03/25,205738-0001-001 FRENCH ELLISON TRUCK CTR,R1,30.0,28,4223,79,1.2,TN,$46.50,/ TN,$55.80,1.2,TN,$46.50,/ TN,$55.80
990254,04/04/25,208512-0001-001 FORZA TRANSPORTATION,R1,30.0,28,5225,42,2.46,TN,$46.50,/ TN,$114.39,2.46,TN,$46.50,/ TN,$114.39
990255,04/04/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,5226,62,2.13,TN,$46.50,/ TN,$99.05,2.13,TN,$46.50,/ TN,$99.05
990280,04/04/25,209973-0001-001 H E B -COMPACTOR #4,R2,30.0,28,5224,57,7.4,TN,$46.50,/ TN,$344.10,7.4,TN,$46.50,/ TN,$344.10
990291,04/04/25,209517-0001-001 ROSS STORE # 2003,R2,30.0,28,5226,62,5.9,TN,$46.50,/ TN,$274.35,5.9,TN,$46.50,/ TN,$274.35
990356,04/04/25,209970-0001-002 H E B # 586,R2,30.0,28,5221,56,2.87,TN,$46.50,/ TN,$133.46,2.87,TN,$46.50,/ TN,$133.46
990380,04/04/25,207888-0001-001 ARCHROCK,R1,30.0,28,5225,42,1.94,TN,$46.50,/ TN,$90.21,1.94,TN,$46.50,/ TN,$90.21
990400,04/04/25,211450-0001-002 DOCTORS HOSPITAL-COMP,R1,30.0,28,5224,57,3.38,TN,$46.50,/ TN,$157.17,3.38,TN,$46.50,/ TN,$157.17
990406,04/04/25,205224-0001-002 LA POSADA HOTEL,R2,30.0,28,5226,62,1.08,TN,$46.50,/ TN,$50.22,1.08,TN,$46.50,/ TN,$50.22
990430,04/04/25,210687-0001-001 TARGET 2112,R1,30.0,28,5225,42,3.38,TN,$46.50,/ TN,$157.17,3.38,TN,$46.50,/ TN,$157.17
990466,04/04/25,210640-0001-001 J-4 LUMBER COMPANY,R1,30.0,28,5221,56,1.36,TN,$46.50,/ TN,$63.24,1.36,TN,$46.50,/ TN,$63.24
990475,04/04/25,202956-0001-001 LA SALLE COUNTY DETENTION,R2,30.0,28,5221,56,10.34,TN,$216.50,/ TN,"$2,238.61",10.34,TN,$216.50,/ TN,"$2,238.61"
990526,04/04/25,214099-0001-001 WAL MART 8156 (SAM'S),R2,30.0,28,5225,42,9.59,TN,$46.50,/ TN,$445.94,9.59,TN,$46.50,/ TN,$445.94
990598,04/04/25,215830-0001-001 WARD CONTRACTING,R1,40.0,28,5224,57,1.53,TN,$46.50,/ TN,$71.15,1.53,TN,$46.50,/ TN,$71.15
990617,04/04/25,210131-0001-001 TKR USA INC,R1,30.0,28,5221,56,0.31,TN,$46.50,/ TN,$14.42,0.31,TN,$46.50,/ TN,$14.42
990641,04/04/25,214355-0008-001 WHITE ARK,R1,40.0,28,5226,62,8.43,TN,$46.50,/ TN,$392.00,8.43,TN,$46.50,/ TN,$392.00
990684,04/04/25,206229-0005-002 LAREDO TRUSS,R1,30.0,28,5224,57,3.65,TN,$46.50,/ TN,$169.73,3.65,TN,$46.50,/ TN,$169.73
990734,04/04/25,203347-0002-001 T S I,R1,30.0,28,5221,56,2.6,TN,$46.50,/ TN,$120.90,2.6,TN,$46.50,/ TN,$120.90
990744,04/04/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,5224,57,2.78,TN,$46.50,/ TN,$129.27,2.78,TN,$46.50,/ TN,$129.27
990786,04/04/25,204789-0001-001 BUCKLAND GLOBAL TRADE,R1,30.0,28,5225,42,1.42,TN,$46.50,/ TN,$66.03,1.42,TN,$46.50,/ TN,$66.03
990795,04/04/25,204747-0001-001 ASHLEY HOME STORE,R1,30.0,28,5221,56,0.69,TN,$46.50,/ TN,$32.09,0.69,TN,$46.50,/ TN,$32.09
990803,04/05/25,206290-0001-002 UNION PACIFIC# VA999,R1,15.0,28,6226,62,0.5,TN,$46.50,/ TN,$23.25,0.5,TN,$46.50,/ TN,$23.25
990811,04/05/25,208353-0001-002 ROAD RANGER #272,R2,30.0,28,6221,56,9.23,TN,$46.50,/ TN,$429.20,9.23,TN,$46.50,/ TN,$429.20
990826,04/05/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,6226,62,0.13,TN,$46.50,/ TN,$6.05,0.13,TN,$46.50,/ TN,$6.05
990841,04/05/25,203347-0001-001 T S I,R1,30.0,28,6224,57,0.63,TN,$46.50,/ TN,$29.30,0.63,TN,$46.50,/ TN,$29.30
990843,04/05/25,205947-0006-001 SAVO LLC,R1,30.0,28,6223,79,2.33,TN,$46.50,/ TN,$108.35,2.33,TN,$46.50,/ TN,$108.35
990844,04/05/25,211450-0001-002 DOCTORS HOSPITAL-COMP,R1,30.0,28,6227,37,1.54,TN,$46.50,/ TN,$71.61,1.54,TN,$46.50,/ TN,$71.61
990850,04/05/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,6226,62,0.65,TN,$46.50,/ TN,$30.23,0.65,TN,$46.50,/ TN,$30.23
990881,04/05/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,6227,37,4.46,TN,$46.50,/ TN,$207.39,4.46,TN,$46.50,/ TN,$207.39
990890,04/05/25,209975-0001-002 H E B #186 COMPACTOR,R1,30.0,28,6225,42,1.25,TN,$46.50,/ TN,$58.13,1.25,TN,$46.50,/ TN,$58.13
990933,04/05/25,200770-0001-002 FEDERAL EXPRESS,R1,30.0,28,6224,57,0.63,TN,$46.50,/ TN,$29.30,0.63,TN,$46.50,/ TN,$29.30
990973,04/05/25,205738-0001-001 FRENCH ELLISON TRUCK CTR,R1,30.0,28,6223,79,1.09,TN,$46.50,/ TN,$50.69,1.09,TN,$46.50,/ TN,$50.69
990983,04/05/25,206290-0002-001 UNION PACIFIC,R1,15.0,28,6226,62,0.94,TN,$46.50,/ TN,$43.71,0.94,TN,$46.50,/ TN,$43.71
991005,04/05/25,211242-0001-001 BOLANOS & COMPANY,R1,30.0,28,6225,42,0.85,TN,$46.50,/ TN,$39.53,0.85,TN,$46.50,/ TN,$39.53
991007,04/05/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,6227,37,4.46,TN,$46.50,/ TN,$207.39,4.46,TN,$46.50,/ TN,$207.39
991091,04/05/25,215759-0001-001 DICEX,R1,30.0,28,6223,79,3.74,TN,$46.50,/ TN,$173.91,3.74,TN,$46.50,/ TN,$173.91
991120,04/05/25,210815-0001-002 FEDEX FREIGHT,R1,15.0,28,6226,62,1.17,TN,$46.50,/ TN,$54.41,1.17,TN,$46.50,/ TN,$54.41
991122,04/05/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,6224,57,4.39,TN,$46.50,/ TN,$204.14,4.39,TN,$46.50,/ TN,$204.14
991181,04/05/25,204273-0001-001 S R FWDG-30YD,R1,30.0,28,6221,56,0.61,TN,$46.50,/ TN,$28.37,0.61,TN,$46.50,/ TN,$28.37
991189,04/05/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,6227,37,2.92,TN,$46.50,/ TN,$135.78,2.92,TN,$46.50,/ TN,$135.78
991246,04/05/25,212307-0002-001 MISSION PRODUCE,R1,40.0,28,6225,42,1.51,TN,$46.50,/ TN,$70.22,1.51,TN,$46.50,/ TN,$70.22
991247,04/05/25,205979-0001-001 ANDERSON COLOMBIA,R1,30.0,28,6221,56,2.1,TN,$46.50,/ TN,$97.65,2.1,TN,$46.50,/ TN,$97.65
991296,04/05/25,210839-0001-002 NATURE FRESH FARMS LAREDO,R1,15.0,13,6226,62,5.26,TN,$216.50,/ TN,"$1,138.79",5.26,TN,$216.50,/ TN,"$1,138.79"
991313,04/05/25,215765-0001-001 PRIMOS TRANSPORT,R1,30.0,28,6223,79,1.31,TN,$46.50,/ TN,$60.92,1.31,TN,$46.50,/ TN,$60.92
991361,04/05/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,6227,37,3.04,TN,$46.50,/ TN,$141.36,3.04,TN,$46.50,/ TN,$141.36
991380,04/05/25,207101-0002-001 PGW AUTO GLASS 5463,R1,30.0,28,6221,56,5.37,TN,$46.50,/ TN,$249.71,5.37,TN,$46.50,/ TN,$249.71
991406,04/05/25,212307-0002-002 MISSION PRODUCE,R1,30.0,13,6225,42,12.78,TN,$216.50,/ TN,"$2,766.87",12.78,TN,$216.50,/ TN,"$2,766.87"
991485,04/05/25,209334-0001-001 UISD-FACILITIES DEPARTMENT,R1,30.0,28,6221,56,2.43,TN,$46.50,/ TN,$113.00,2.43,TN,$46.50,/ TN,$113.00
991488,04/05/25,200632-0001-001 SOUTH TEXAS MOULDING,R1,15.0,28,6226,62,1.2,TN,$46.50,/ TN,$55.80,1.2,TN,$46.50,/ TN,$55.80
991515,04/05/25,213405-0001-001 EXPEDITOR'S INT'L OF WASHINGTON,R1,30.0,28,6225,42,1.23,TN,$46.50,/ TN,$57.20,1.23,TN,$46.50,/ TN,$57.20
991529,04/07/25,205222-0001-001 J B HUNT,R1,30.0,28,1223,79,1.25,TN,$46.50,/ TN,$58.13,1.25,TN,$46.50,/ TN,$58.13
991565,04/07/25,214339-0001-001 LOVE'S TRAVEL STOPS 862,R2,30.0,28,1221,56,7.02,TN,$46.50,/ TN,$326.43,7.02,TN,$46.50,/ TN,$326.43
991566,04/07/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,1226,62,1.04,TN,$46.50,/ TN,$48.36,1.04,TN,$46.50,/ TN,$48.36
991629,04/07/25,210918-0001-001 TRAVEL AMERICA,R2,30.0,28,1224,57,2.42,TN,$46.50,/ TN,$112.53,2.42,TN,$46.50,/ TN,$112.53
991654,04/07/25,206938-0001-001 S R FWDG-30YD,R1,30.0,28,1223,79,0.41,TN,$46.50,/ TN,$19.07,0.41,TN,$46.50,/ TN,$19.07
991689,04/07/25,200563-0001-001 HOWLAND SURVEYING,R1,10.0,28,1226,62,2.8,TN,$46.50,/ TN,$130.20,2.8,TN,$46.50,/ TN,$130.20
991762,04/07/25,211871-0001-001 AUTO TRUCK (ATC)-LAREDO 544,R1,30.0,28,1224,57,0.1,TN,$46.50,/ TN,$4.65,0.1,TN,$46.50,/ TN,$4.65
991798,04/07/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,1221,56,0.96,TN,$46.50,/ TN,$44.64,0.96,TN,$46.50,/ TN,$44.64
991824,04/07/25,213782-0001-001 XPO LOGISTICS/LTL/LLA (XPO000LLA),R1,30.0,28,1223,79,1.58,TN,$46.50,/ TN,$73.47,1.58,TN,$46.50,/ TN,$73.47
991844,04/07/25,211450-0001-002 DOCTORS HOSPITAL-COMP,R1,30.0,28,1226,62,0.42,TN,$46.50,/ TN,$19.53,0.42,TN,$46.50,/ TN,$19.53
991906,04/07/25,201871-0001-001 LASER FORWARDING,R1,30.0,28,1224,57,0.24,TN,$46.50,/ TN,$11.16,0.24,TN,$46.50,/ TN,$11.16
991955,04/07/25,204349-0005-001 MARTINEZ PAVING,R1,30.0,28,1226,62,0.78,TN,$46.50,/ TN,$36.27,0.78,TN,$46.50,/ TN,$36.27
992006,04/07/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,1221,56,0.67,TN,$46.50,/ TN,$31.16,0.67,TN,$46.50,/ TN,$31.16
992059,04/07/25,210687-0001-001 TARGET 2112,R1,30.0,28,1221,56,2.75,TN,$46.50,/ TN,$127.88,2.75,TN,$46.50,/ TN,$127.88
992091,04/07/25,215941-0001-001 ZETERS,R1,40.0,28,1223,79,5.4,TN,$46.50,/ TN,$251.10,5.4,TN,$46.50,/ TN,$251.10
992092,04/07/25,209975-0001-002 H E B #186 COMPACTOR,R1,30.0,28,1224,57,6.27,TN,$46.50,/ TN,$291.56,6.27,TN,$46.50,/ TN,$291.56
992102,04/07/25,204106-0001-001 BROKERS LOGISTICS,R1,30.0,28,1226,62,6.29,TN,$46.50,/ TN,$292.49,6.29,TN,$46.50,/ TN,$292.49
99212,04/22/25,206938-0001-001 S R FWDG-30YD,R1,30.0,28,2224,57,0.17,TN,$46.50,/ TN,$7.91,0.17,TN,$46.50,/ TN,$7.91
992124,04/07/25,213543-0002-001 K-FLEX USA LAREDO,R1,30.0,28,1221,56,4.84,TN,$46.50,/ TN,$225.06,4.84,TN,$46.50,/ TN,$225.06
992138,04/07/25,214096-0001-001 WALMART-3518,R2,30.0,28,1224,57,4.94,TN,$46.50,/ TN,$229.71,4.94,TN,$46.50,/ TN,$229.71
992173,04/08/25,205537-0001-001 HOME DEPOT # 6540,R2,30.0,28,2221,56,9.29,TN,$46.50,/ TN,$431.99,9.29,TN,$46.50,/ TN,$431.99
992218,04/08/25,203122-0001-001 ZARSKY LUMBER,R1,30.0,28,2226,62,0.56,TN,$46.50,/ TN,$26.04,0.56,TN,$46.50,/ TN,$26.04
992231,04/08/25,215840-0001-001 WHEELER METALS,R1,30.0,28,2223,79,3.1,TN,$46.50,/ TN,$144.15,3.1,TN,$46.50,/ TN,$144.15
992242,04/08/25,213474-0002-001 THE OUTLETS SHOPPES AT LAREDO,R1,30.0,28,2226,62,3.51,TN,$46.50,/ TN,$163.22,3.51,TN,$46.50,/ TN,$163.22
992251,04/08/25,208886-0001-001 FONTAINE MODIFICATION,R1,30.0,28,2224,57,0.48,TN,$46.50,/ TN,$22.32,0.48,TN,$46.50,/ TN,$22.32
992306,04/08/25,203654-0001-001 MC COYS BUILDING SUPPL,R1,30.0,28,2221,56,1.29,TN,$46.50,/ TN,$59.99,1.29,TN,$46.50,/ TN,$59.99
992346,04/08/25,204203-0001-001 FLYING J #730,R2,30.0,28,2221,56,5.53,TN,$46.50,/ TN,$257.15,5.53,TN,$46.50,/ TN,$257.15
992389,04/08/25,213474-0003-001 THE OUTLETS SHOPPES AT LAREDO,R1,30.0,28,2226,62,4.97,TN,$46.50,/ TN,$231.11,4.97,TN,$46.50,/ TN,$231.11
992444,04/08/25,210431-0001-001 F & A EXPRESS LLC,R1,30.0,28,2223,79,5.03,TN,$46.50,/ TN,$233.90,5.03,TN,$46.50,/ TN,$233.90
992456,04/08/25,213636-0001-002 CARTER EXPRESS INC,R1,30.0,28,2224,57,0.88,TN,$46.50,/ TN,$40.92,0.88,TN,$46.50,/ TN,$40.92
992500,04/08/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,2226,62,0.8,TN,$46.50,/ TN,$37.20,0.8,TN,$46.50,/ TN,$37.20
