Ticket,Date,Customer - Site - Service,Service,Container Size,Material,Route,Truck,Quantity,Per,Disposal Rate,Per,Disposal Cost,Quantity Billed,Per,Bill Rate,Per,Amount
1004182,05/01/25,200563-0001-001 HOWLAND SURVEYING,R1,10.0,28,4226,62,3.64,TN,$46.50,/ TN,$169.26,3.64,TN,$46.50,/ TN,$169.26
1004195,05/02/25,208512-0001-001 FORZA TRANSPORTATION,R1,30.0,28,5226,62,2.35,TN,$46.50,/ TN,$109.28,2.35,TN,$46.50,/ TN,$109.28
1004199,05/02/25,211312-0001-001 PROTRANS INTERNATIONAL,R1,30.0,28,5223,79,0.93,TN,$46.50,/ TN,$43.25,0.93,TN,$46.50,/ TN,$43.25
1004204,05/02/25,206421-0001-001 FLYING J #48800,R2,30.0,28,5221,56,10.64,TN,$46.50,/ TN,$494.76,10.64,TN,$46.50,/ TN,$494.76
1004216,05/02/25,215911-0001-001 JEFFERSON FORWARDING,R1,30.0,28,5226,62,0.75,TN,$46.50,/ TN,$34.88,0.75,TN,$46.50,/ TN,$34.88
1004216,05/02/25,215911-0001-001 JEFFERSON FORWARDING,R1,30.0,9,5226,62,2.0,EA,$10.00,/ EA,$20.00,2.0,EA,$10.00,/ EA,$20.00
1004221,05/02/25,208886-0001-001 FONTAINE MODIFICATION,R1,30.0,28,5224,57,0.19,TN,$46.50,/ TN,$8.84,0.19,TN,$46.50,/ TN,$8.84
1004228,05/02/25,213636-0001-002 CARTER EXPRESS INC,R1,30.0,28,5225,42,1.34,TN,$46.50,/ TN,$62.31,1.34,TN,$46.50,/ TN,$62.31
1004279,05/02/25,215952-0001-001 ASTOR COMPANY,R1,30.0,28,5224,57,1.04,TN,$46.50,/ TN,$48.36,1.04,TN,$46.50,/ TN,$48.36
1004280,05/02/25,202091-0001-001 AMERICA DISPATCH,R1,30.0,28,5223,79,1.64,TN,$46.50,/ TN,$76.26,1.64,TN,$46.50,/ TN,$76.26
1004286,05/02/25,203268-0002-001 MIDWEST STERILIZATION,R1,10.0,13,5226,62,2.91,TN,$216.50,/ TN,$630.02,2.91,TN,$216.50,/ TN,$630.02
1004316,05/02/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,5226,62,0.56,TN,$46.50,/ TN,$26.04,0.56,TN,$46.50,/ TN,$26.04
1004328,05/02/25,211450-0001-001 DOCTORS HOSPITAL-COMP,R2,30.0,28,5225,42,3.46,TN,$46.50,/ TN,$160.89,3.46,TN,$46.50,/ TN,$160.89
1004350,05/02/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,5224,57,0.58,TN,$46.50,/ TN,$26.97,0.58,TN,$46.50,/ TN,$26.97
1004364,05/02/25,215937-0001-001 PALACIOS AND SONS,R1,30.0,13,5223,79,4.74,TN,$216.50,/ TN,"$1,026.21",4.74,TN,$216.50,/ TN,"$1,026.21"
1004396,05/02/25,206019-0001-001 D & J ALEXANDER DEVELOPMENT,R1,30.0,28,5226,62,3.81,TN,$46.50,/ TN,$177.17,3.81,TN,$46.50,/ TN,$177.17
1004415,05/02/25,201871-0001-001 LASER FORWARDING,R1,30.0,28,5225,42,1.43,TN,$46.50,/ TN,$66.50,1.43,TN,$46.50,/ TN,$66.50
1004478,05/02/25,201216-0001-001 PALOS GARZA FORWARDING,R1,30.0,28,5223,79,0.61,TN,$46.50,/ TN,$28.37,0.61,TN,$46.50,/ TN,$28.37
1004504,05/02/25,201863-0001-001 S M T,R1,30.0,28,5224,57,1.41,TN,$46.50,/ TN,$65.57,1.41,TN,$46.50,/ TN,$65.57
1004556,05/02/25,204326-0001-001 CALVARY CATHOLIC CEMETARY,R1,30.0,28,5224,57,6.78,TN,$46.50,/ TN,$315.27,6.78,TN,$46.50,/ TN,$315.27
1004595,05/02/25,200573-0001-002 SOUTHERN DISTRIBUTING,R1,10.0,28,5226,62,2.17,TN,$46.50,/ TN,$100.91,2.17,TN,$46.50,/ TN,$100.91
1004608,05/02/25,204747-0001-001 ASHLEY HOME STORE,R1,30.0,28,5224,57,0.5,TN,$46.50,/ TN,$23.25,0.5,TN,$46.50,/ TN,$23.25
1004620,05/02/25,215961-0001-001 Harbor Freight,R1,30.0,28,5299,37,1.24,TN,$46.50,/ TN,$57.66,1.24,TN,$46.50,/ TN,$57.66
1004625,05/03/25,204273-0001-001 S R FWDG-30YD,R1,30.0,28,6221,56,0.87,TN,$46.50,/ TN,$40.46,0.87,TN,$46.50,/ TN,$40.46
1004626,05/03/25,208851-0001-001 TERRACON,R1,10.0,28,6226,62,4.18,TN,$46.50,/ TN,$194.37,4.18,TN,$46.50,/ TN,$194.37
1004646,05/03/25,208512-0001-001 FORZA TRANSPORTATION,R1,30.0,28,6221,56,3.07,TN,$46.50,/ TN,$142.76,3.07,TN,$46.50,/ TN,$142.76
1004651,05/03/25,206938-0001-001 S R FWDG-30YD,R1,30.0,28,6223,79,1.18,TN,$46.50,/ TN,$54.87,1.18,TN,$46.50,/ TN,$54.87
1004657,05/03/25,212307-0002-002 MISSION PRODUCE,R1,30.0,28,6225,42,1.45,TN,$46.50,/ TN,$67.43,1.45,TN,$46.50,/ TN,$67.43
1004669,05/03/25,215961-0001-001 Harbor Freight,R1,30.0,28,6299,37,3.87,TN,$46.50,/ TN,$179.96,3.87,TN,$46.50,/ TN,$179.96
1004704,05/03/25,207669-0001-001 TRUCK MOVERS,R1,30.0,28,6299,37,2.89,TN,$46.50,/ TN,$134.39,2.89,TN,$46.50,/ TN,$134.39
1004718,05/03/25,209973-0001-001 H E B -COMPACTOR #4,R2,30.0,28,6226,62,7.83,TN,$46.50,/ TN,$364.10,7.83,TN,$46.50,/ TN,$364.10
1004720,05/03/25,205163-0001-001 CINEMARK  THEATER #385,R2,30.0,28,6221,56,13.5,TN,$46.50,/ TN,$627.75,13.5,TN,$46.50,/ TN,$627.75
1004735,05/02/25,215729-0001-001 DKC CONSTRUCTION,R1,30.0,28,5224,57,1.09,TN,$46.50,/ TN,$50.69,1.09,TN,$46.50,/ TN,$50.69
1004746,05/03/25,205738-0001-001 FRENCH ELLISON TRUCK CTR,R1,30.0,28,6223,79,1.4,TN,$46.50,/ TN,$65.10,1.4,TN,$46.50,/ TN,$65.10
1004770,05/03/25,215805-0001-001 Precision Waste Solutions,R1,30.0,28,6299,37,1.69,TN,$46.50,/ TN,$78.59,1.69,TN,$46.50,/ TN,$78.59
1004793,05/03/25,200770-0001-001 FEDERAL EXPRESS,R1,20.0,28,6224,57,0.41,TN,$46.50,/ TN,$19.07,0.41,TN,$46.50,/ TN,$19.07
1004795,05/03/25,212307-0002-001 MISSION PRODUCE,R1,40.0,13,6225,42,5.98,TN,$216.50,/ TN,"$1,294.67",5.98,TN,$216.50,/ TN,"$1,294.67"
1004806,05/03/25,213344-0001-001 AG DOORS INC,R1,30.0,28,6299,37,1.59,TN,$46.50,/ TN,$73.94,1.59,TN,$46.50,/ TN,$73.94
1004818,05/03/25,210842-0001-001 ASCENT FOODS,R1,30.0,13,6221,56,2.0,TN,$216.50,/ TN,$433.00,2.0,TN,$216.50,/ TN,$433.00
1004837,05/03/25,207669-0001-001 TRUCK MOVERS,R1,30.0,28,6221,56,3.14,TN,$46.50,/ TN,$146.01,3.14,TN,$46.50,/ TN,$146.01
1004855,05/03/25,215757-0001-001 PGT TRUCKING,R1,30.0,28,6223,79,1.71,TN,$46.50,/ TN,$79.52,1.71,TN,$46.50,/ TN,$79.52
1004870,05/03/25,200770-0001-002 FEDERAL EXPRESS,R1,30.0,28,6224,57,0.5,TN,$46.50,/ TN,$23.25,0.5,TN,$46.50,/ TN,$23.25
1004871,05/03/25,209975-0001-001 H E B #186 COMPACTOR,R2,30.0,28,6226,62,8.25,TN,$46.50,/ TN,$383.63,8.25,TN,$46.50,/ TN,$383.63
1004969,05/03/25,213782-0001-001 XPO LOGISTICS/LTL/LLA (XPO000LLA),R1,30.0,28,6223,79,1.59,TN,$46.50,/ TN,$73.94,1.59,TN,$46.50,/ TN,$73.94
1004995,05/03/25,209970-0001-002 H E B # 586,R2,30.0,28,6224,57,5.68,TN,$46.50,/ TN,$264.12,5.68,TN,$46.50,/ TN,$264.12
1005003,05/03/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,6226,62,2.58,TN,$46.50,/ TN,$119.97,2.58,TN,$46.50,/ TN,$119.97
1005019,05/03/25,205537-0001-001 HOME DEPOT # 6540,R2,30.0,28,6225,42,10.49,TN,$46.50,/ TN,$487.79,10.49,TN,$46.50,/ TN,$487.79
1005019,05/03/25,205537-0001-001 HOME DEPOT # 6540,R2,30.0,9,6225,42,1.0,EA,$10.00,/ EA,$10.00,1.0,EA,$10.00,/ EA,$10.00
1005041,05/03/25,205669-0001-001 BEST AMERICA FORWARDIN,R1,30.0,28,6221,56,2.22,TN,$46.50,/ TN,$103.23,2.22,TN,$46.50,/ TN,$103.23
1005048,05/03/25,208551-0001-001 TRANE SUPPLY,R1,30.0,28,6299,37,0.29,TN,$46.50,/ TN,$13.49,0.29,TN,$46.50,/ TN,$13.49
1005074,05/03/25,205738-0001-001 FRENCH ELLISON TRUCK CTR,R1,30.0,28,6223,79,0.96,TN,$46.50,/ TN,$44.64,0.96,TN,$46.50,/ TN,$44.64
1005157,05/03/25,213405-0001-001 EXPEDITOR'S INT'L OF WASHINGTON,R1,30.0,28,6225,42,2.72,TN,$46.50,/ TN,$126.48,2.72,TN,$46.50,/ TN,$126.48
1005159,05/03/25,210340-0001-001 OSHKOSH CORP,R1,30.0,28,6224,57,0.35,TN,$46.50,/ TN,$16.28,0.35,TN,$46.50,/ TN,$16.28
1005174,05/03/25,203347-0001-001 T S I,R1,30.0,28,6299,37,0.78,TN,$46.50,/ TN,$36.27,0.78,TN,$46.50,/ TN,$36.27
1005181,05/03/25,214100-0001-001 WAL MART 554,R2,30.0,28,6221,56,4.53,TN,$46.50,/ TN,$210.65,4.53,TN,$46.50,/ TN,$210.65
1005220,05/03/25,204326-0001-001 CALVARY CATHOLIC CEMETARY,R1,30.0,28,6224,57,5.41,TN,$46.50,/ TN,$251.57,5.41,TN,$46.50,/ TN,$251.57
1005227,05/05/25,210378-0001-002 SOUTH TEXAS FOOD BANK,R1,30.0,28,1224,57,0.71,TN,$46.50,/ TN,$33.02,0.71,TN,$46.50,/ TN,$33.02
1005232,05/05/25,215949-0001-001 RUSH TRUCK CENTER NW LAREDO,R1,30.0,28,1223,79,0.59,TN,$46.50,/ TN,$27.44,0.59,TN,$46.50,/ TN,$27.44
1005233,05/05/25,210460-0001-001 LOVE'S TRAVEL STOPS L0298,R2,30.0,28,1221,56,9.53,TN,$46.50,/ TN,$443.15,9.53,TN,$46.50,/ TN,$443.15
1005238,05/05/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,1226,62,0.69,TN,$46.50,/ TN,$32.09,0.69,TN,$46.50,/ TN,$32.09
1005246,05/05/25,210918-0001-001 TRAVEL AMERICA,R2,30.0,28,1225,42,3.93,TN,$46.50,/ TN,$182.75,3.93,TN,$46.50,/ TN,$182.75
1005284,05/05/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,1225,42,1.3,TN,$46.50,/ TN,$60.45,1.3,TN,$46.50,/ TN,$60.45
1005347,05/05/25,210918-0001-001 TRAVEL AMERICA,R2,30.0,28,1224,57,5.41,TN,$46.50,/ TN,$251.57,5.41,TN,$46.50,/ TN,$251.57
1005351,05/05/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,1221,56,1.52,TN,$46.50,/ TN,$70.68,1.52,TN,$46.50,/ TN,$70.68
1005392,05/05/25,205947-0008-001 SAVO,R1,30.0,28,1223,79,3.83,TN,$46.50,/ TN,$178.10,3.83,TN,$46.50,/ TN,$178.10
1005393,05/05/25,210839-0001-002 NATURE FRESH FARMS LAREDO,R1,15.0,13,1226,62,5.63,TN,$216.50,/ TN,"$1,218.90",5.63,TN,$216.50,/ TN,"$1,218.90"
1005423,05/05/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,1221,56,7.25,TN,$46.50,/ TN,$337.13,7.25,TN,$46.50,/ TN,$337.13
1005426,05/05/25,210001-0001-002 HOME GOODS,R2,40.0,24,1225,42,4.31,TN,$0.00,/ TN,$0.00,4.31,TN,$0.00,/ TN,$0.00
1005503,05/05/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,1226,62,0.32,TN,$46.50,/ TN,$14.88,0.32,TN,$46.50,/ TN,$14.88
1005506,05/05/25,208886-0001-001 FONTAINE MODIFICATION,R1,30.0,28,1224,57,0.2,TN,$46.50,/ TN,$9.30,0.2,TN,$46.50,/ TN,$9.30
1005514,05/05/25,200810-0001-001 EXPEDITORS INT'L OF WASHING,R1,30.0,28,1223,79,1.97,TN,$46.50,/ TN,$91.61,1.97,TN,$46.50,/ TN,$91.61
1005593,05/05/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,1221,56,1.94,TN,$46.50,/ TN,$90.21,1.94,TN,$46.50,/ TN,$90.21
1005630,05/05/25,206229-0005-002 LAREDO TRUSS,R1,30.0,28,1225,42,2.11,TN,$46.50,/ TN,$98.12,2.11,TN,$46.50,/ TN,$98.12
1005649,05/05/25,215964-0001-001 Cargo 365,R1,30.0,28,1223,79,1.93,TN,$46.50,/ TN,$89.75,1.93,TN,$46.50,/ TN,$89.75
1005674,05/05/25,215839-0001-001 JIREH CUSTOMS,R1,30.0,28,1224,57,2.72,TN,$46.50,/ TN,$126.48,2.72,TN,$46.50,/ TN,$126.48
1005706,05/05/25,205224-0001-002 LA POSADA HOTEL,R2,30.0,28,1226,62,2.17,TN,$46.50,/ TN,$100.91,2.17,TN,$46.50,/ TN,$100.91
1005727,05/05/25,207754-0020-001 Zters,R1,30.0,28,1221,56,0.8,TN,$46.50,/ TN,$37.20,0.8,TN,$46.50,/ TN,$37.20
1005750,05/05/25,215708-0001-001 ALCE CONSTRUCTION,R1,30.0,28,1221,56,3.6,TN,$46.50,/ TN,$167.40,3.6,TN,$46.50,/ TN,$167.40
1005761,05/05/25,209701-0001-001 LINCOLN FREIGHT,R1,30.0,28,1223,79,2.14,TN,$46.50,/ TN,$99.51,2.14,TN,$46.50,/ TN,$99.51
1005785,05/05/25,207754-0019-001 Zters,R1,30.0,28,1221,56,0.84,TN,$46.50,/ TN,$39.06,0.84,TN,$46.50,/ TN,$39.06
1005787,05/05/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,1224,57,2.46,TN,$46.50,/ TN,$114.39,2.46,TN,$46.50,/ TN,$114.39
1005791,05/05/25,207669-0001-001 TRUCK MOVERS,R1,30.0,28,1225,42,3.32,TN,$46.50,/ TN,$154.38,3.32,TN,$46.50,/ TN,$154.38
1005796,05/06/25,210131-0001-001 TKR USA INC,R1,30.0,28,2226,62,0.83,TN,$46.50,/ TN,$38.60,0.83,TN,$46.50,/ TN,$38.60
1005798,05/06/25,211312-0001-001 PROTRANS INTERNATIONAL,R1,30.0,28,2223,79,0.45,TN,$46.50,/ TN,$20.93,0.45,TN,$46.50,/ TN,$20.93
1005802,05/06/25,214339-0001-001 LOVE'S TRAVEL STOPS 862,R2,30.0,28,2221,56,7.92,TN,$46.50,/ TN,$368.28,7.92,TN,$46.50,/ TN,$368.28
1005807,05/06/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,2224,57,2.82,TN,$46.50,/ TN,$131.13,2.82,TN,$46.50,/ TN,$131.13
1005905,05/06/25,200746-0001-001 YUSEN LOGISTICS,R1,30.0,28,2223,79,1.88,TN,$46.50,/ TN,$87.42,1.88,TN,$46.50,/ TN,$87.42
1005911,05/06/25,213474-0002-001 THE OUTLETS SHOPPES AT LAREDO,R1,30.0,28,2224,57,6.43,TN,$46.50,/ TN,$299.00,6.43,TN,$46.50,/ TN,$299.00
1005954,05/06/25,215530-0001-002 DC LOGISTICS,R1,30.0,28,2226,62,1.9,TN,$46.50,/ TN,$88.35,1.9,TN,$46.50,/ TN,$88.35
1006002,05/06/25,200746-0001-001 YUSEN LOGISTICS,R1,30.0,28,2223,79,1.52,TN,$46.50,/ TN,$70.68,1.52,TN,$46.50,/ TN,$70.68
1006003,05/06/25,212307-0002-002 MISSION PRODUCE,R1,30.0,13,2225,42,4.4,TN,$216.50,/ TN,$952.60,4.4,TN,$216.50,/ TN,$952.60
1006004,05/06/25,212307-0002-001 MISSION PRODUCE,R1,40.0,28,2225,42,1.53,TN,$46.50,/ TN,$71.15,1.53,TN,$46.50,/ TN,$71.15
1006046,05/06/25,215966-0001-001 Delarub,R1,30.0,13,2221,56,4.74,TN,$216.50,/ TN,"$1,026.21",4.74,TN,$216.50,/ TN,"$1,026.21"
1006069,05/06/25,207754-0021-001 Zters,R1,30.0,28,2226,62,1.36,TN,$46.50,/ TN,$63.24,1.36,TN,$46.50,/ TN,$63.24
1006080,05/06/25,213987-0001-001 D D 'S #5348,R1,30.0,28,2225,42,5.77,TN,$46.50,/ TN,$268.31,5.77,TN,$46.50,/ TN,$268.31
1006120,05/06/25,215980-0001-001 VIA FORWARDING,R1,30.0,28,2223,79,4.21,TN,$46.50,/ TN,$195.77,4.21,TN,$46.50,/ TN,$195.77
1006175,05/06/25,210131-0001-001 TKR USA INC,R1,30.0,28,2221,56,0.34,TN,$46.50,/ TN,$15.81,0.34,TN,$46.50,/ TN,$15.81
1006213,05/06/25,209285-0001-001 ARCHROCK,R1,30.0,28,2224,57,1.35,TN,$46.50,/ TN,$62.78,1.35,TN,$46.50,/ TN,$62.78
1006217,05/06/25,208847-0002-002 IH 35 Church,R1,10.0,28,2226,62,0.71,TN,$46.50,/ TN,$33.02,0.71,TN,$46.50,/ TN,$33.02
1006220,05/06/25,211365-0001-002 MRS BAIRD'S BAKERY,R1,30.0,28,2225,42,0.33,TN,$46.50,/ TN,$15.35,0.33,TN,$46.50,/ TN,$15.35
1006228,05/06/25,205940-0001-003 IMEX FORWARDING,R1,30.0,28,2223,79,1.95,TN,$46.50,/ TN,$90.68,1.95,TN,$46.50,/ TN,$90.68
1006245,05/06/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,2221,56,3.02,TN,$46.50,/ TN,$140.43,3.02,TN,$46.50,/ TN,$140.43
1006290,05/06/25,202859-0001-001 MUELLER METALS INC,R1,30.0,28,2221,56,6.12,TN,$46.50,/ TN,$284.58,6.12,TN,$46.50,/ TN,$284.58
1006295,05/06/25,214098-0001-001 WAL MART - 3623,R2,30.0,28,2225,42,11.74,TN,$46.50,/ TN,$545.91,11.74,TN,$46.50,/ TN,$545.91
1006303,05/06/25,211312-0001-001 PROTRANS INTERNATIONAL,R1,30.0,28,2223,79,1.05,TN,$46.50,/ TN,$48.83,1.05,TN,$46.50,/ TN,$48.83
1006313,05/06/25,211450-0001-001 DOCTORS HOSPITAL-COMP,R2,30.0,28,2224,57,4.16,TN,$46.50,/ TN,$193.44,4.16,TN,$46.50,/ TN,$193.44
1006322,05/06/25,208170-0001-001 HILCORP ENERGY COMPANY,R1,20.0,28,2225,42,0.84,TN,$46.50,/ TN,$39.06,0.84,TN,$46.50,/ TN,$39.06
1006324,05/06/25,"214235-0001-001 J.O. ALVAREZ, INC",R1,30.0,28,2221,56,2.13,TN,$46.50,/ TN,$99.05,2.13,TN,$46.50,/ TN,$99.05
1006327,05/06/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,2226,62,0.34,TN,$46.50,/ TN,$15.81,0.34,TN,$46.50,/ TN,$15.81
1006339,05/07/25,212205-0001-001 UETA INC-OPEN TOP,R1,30.0,28,3225,42,0.7,TN,$46.50,/ TN,$32.55,0.7,TN,$46.50,/ TN,$32.55
1006344,05/07/25,205033-0001-002 MALL DEL NORTE,R2,30.0,28,3221,56,5.8,TN,$46.50,/ TN,$269.70,5.8,TN,$46.50,/ TN,$269.70
1006388,05/07/25,209972-0001-002 H E B,R2,30.0,28,3225,42,2.7,TN,$46.50,/ TN,$125.55,2.7,TN,$46.50,/ TN,$125.55
1006390,05/07/25,209968-0001-001 H E B # 207 COMPACTOR,R2,30.0,28,3221,56,7.87,TN,$46.50,/ TN,$365.96,7.87,TN,$46.50,/ TN,$365.96
1006426,05/07/25,212205-0001-001 UETA INC-OPEN TOP,R1,30.0,28,3221,56,1.12,TN,$46.50,/ TN,$52.08,1.12,TN,$46.50,/ TN,$52.08
1006433,05/07/25,214368-0002-001 WINFIELD COMMUNITIES,R1,30.0,28,3224,57,2.77,TN,$46.50,/ TN,$128.81,2.77,TN,$46.50,/ TN,$128.81
1006434,05/07/25,200573-0001-004 SOUTHERN DISTRIBUTING,R1,30.0,28,3226,62,1.09,TN,$46.50,/ TN,$50.69,1.09,TN,$46.50,/ TN,$50.69
1006448,05/07/25,210687-0001-001 TARGET 2112,R1,30.0,28,3221,56,6.08,TN,$46.50,/ TN,$282.72,6.08,TN,$46.50,/ TN,$282.72
1006452,05/07/25,209970-0001-002 H E B # 586,R2,30.0,28,3225,42,3.01,TN,$46.50,/ TN,$139.97,3.01,TN,$46.50,/ TN,$139.97
1006475,05/07/25,212264-0001-001 TXDOT-SOUTH TEXAS  WASTE SYSTEMS,R1,30.0,28,3226,62,1.23,TN,$46.50,/ TN,$57.20,1.23,TN,$46.50,/ TN,$57.20
1006477,05/07/25,210378-0001-002 SOUTH TEXAS FOOD BANK,R1,30.0,28,3224,57,0.83,TN,$46.50,/ TN,$38.60,0.83,TN,$46.50,/ TN,$38.60
1006478,05/07/25,213543-0002-001 K-FLEX USA LAREDO,R1,30.0,28,3299,37,2.31,TN,$46.50,/ TN,$107.42,2.31,TN,$46.50,/ TN,$107.42
1006495,05/07/25,213543-0002-001 K-FLEX USA LAREDO,R1,30.0,28,3225,42,1.63,TN,$46.50,/ TN,$75.80,1.63,TN,$46.50,/ TN,$75.80
1006542,05/07/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,3225,42,2.16,TN,$46.50,/ TN,$100.44,2.16,TN,$46.50,/ TN,$100.44
1006548,05/07/25,203122-0001-001 ZARSKY LUMBER,R1,30.0,28,3224,57,1.43,TN,$46.50,/ TN,$66.50,1.43,TN,$46.50,/ TN,$66.50
1006552,05/07/25,214193-0001-001 PAM TRANSPORT,R1,30.0,28,3221,56,1.99,TN,$46.50,/ TN,$92.54,1.99,TN,$46.50,/ TN,$92.54
1006579,05/07/25,214271-0001-001 A E P - TEXAS,R1,30.0,28,3225,42,4.51,TN,$46.50,/ TN,$209.72,4.51,TN,$46.50,/ TN,$209.72
1006613,05/07/25,214271-0001-001 A E P - TEXAS,R1,30.0,28,3225,42,4.49,TN,$46.50,/ TN,$208.79,4.49,TN,$46.50,/ TN,$208.79
1006620,05/07/25,204106-0001-001 BROKERS LOGISTICS,R1,30.0,28,3221,56,0.66,TN,$46.50,/ TN,$30.69,0.66,TN,$46.50,/ TN,$30.69
1006626,05/07/25,205947-0009-001 SAVO,R1,30.0,28,3299,37,4.92,TN,$46.50,/ TN,$228.78,4.92,TN,$46.50,/ TN,$228.78
1006653,05/07/25,206097-0001-001 HOLT CAT,R1,30.0,28,3299,37,3.62,TN,$46.50,/ TN,$168.33,3.62,TN,$46.50,/ TN,$168.33
1006655,05/07/25,207754-0018-001 Zters,R1,30.0,28,3224,57,0.91,TN,$46.50,/ TN,$42.32,0.91,TN,$46.50,/ TN,$42.32
