Ticket,Date,Customer - Site - Service,Service,Container Size,Material,Route,Truck,Quantity,Per,Disposal Rate,Per,Disposal Cost,Quantity Billed,Per,Bill Rate,Per,Amount
1018390,06/02/25,215986-0001-001 TRAMITACIONES GROUP,R1,30.0,28,1223,79,5.8,TN,$46.50,/ TN,$269.70,5.8,TN,$46.50,/ TN,$269.70
1018412,06/02/25,209686-0001-002 UNITRADE STADIUM,R1,30.0,28,1224,57,1.5,TN,$46.50,/ TN,$69.75,1.5,TN,$46.50,/ TN,$69.75
1018465,06/02/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,1221,56,1.54,TN,$46.50,/ TN,$71.61,1.54,TN,$46.50,/ TN,$71.61
1018505,06/02/25,215992-0001-001 OLYMPIA LANDSCAPE,R1,30.0,28,1224,57,2.87,TN,$46.50,/ TN,$133.46,2.87,TN,$46.50,/ TN,$133.46
1018513,06/02/25,215708-0001-001 ALCE CONSTRUCTION,R1,30.0,28,1223,79,3.46,TN,$46.50,/ TN,$160.89,3.46,TN,$46.50,/ TN,$160.89
1018519,06/03/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,2226,62,0.18,TN,$46.50,/ TN,$8.37,0.18,TN,$46.50,/ TN,$8.37
1018524,06/03/25,203690-0001-001 PROLAMSA,R1,30.0,28,2299,37,2.63,TN,$46.50,/ TN,$122.30,2.63,TN,$46.50,/ TN,$122.30
1018533,06/03/25,210378-0001-002 SOUTH TEXAS FOOD BANK,R1,30.0,28,2224,57,1.44,TN,$46.50,/ TN,$66.96,1.44,TN,$46.50,/ TN,$66.96
1018536,06/03/25,208353-0001-002 ROAD RANGER #272,R2,30.0,28,2221,56,10.67,TN,$46.50,/ TN,$496.16,10.67,TN,$46.50,/ TN,$496.16
1018617,06/03/25,207492-0001-001 GERBER PLUMBING FIXTURES LLC,R1,30.0,28,2299,37,2.8,TN,$46.50,/ TN,$130.20,2.8,TN,$46.50,/ TN,$130.20
1018622,06/03/25,214439-0005-001 PENSKE LOGISTICS,R1,30.0,28,2223,79,4.36,TN,$46.50,/ TN,$202.74,4.36,TN,$46.50,/ TN,$202.74
1018655,06/03/25,205784-0001-001 EXEL GLOBAL LOGISTICS,R1,30.0,28,2224,57,0.24,TN,$46.50,/ TN,$11.16,0.24,TN,$46.50,/ TN,$11.16
1018723,06/03/25,212205-0001-001 UETA INC-OPEN TOP,R1,30.0,28,2299,37,1.47,TN,$46.50,/ TN,$68.36,1.47,TN,$46.50,/ TN,$68.36
1018749,06/03/25,215878-0001-001 MEXUS COLD STORAGE,R1,30.0,28,2221,56,0.71,TN,$46.50,/ TN,$33.02,0.71,TN,$46.50,/ TN,$33.02
1018753,06/03/25,214068-0001-002 CONTINUUM TRANPORTATION,R1,30.0,28,2223,79,4.75,TN,$46.50,/ TN,$220.88,4.75,TN,$46.50,/ TN,$220.88
1018762,06/03/25,210131-0001-001 TKR USA INC,R1,30.0,28,2221,56,0.65,TN,$46.50,/ TN,$30.23,0.65,TN,$46.50,/ TN,$30.23
1018776,06/03/25,207101-0002-001 PGW AUTO GLASS 5463,R1,30.0,28,2224,57,3.32,TN,$46.50,/ TN,$154.38,3.32,TN,$46.50,/ TN,$154.38
1018881,06/03/25,216001-0001-001 GFL ENVIRONMENTAL,R1,30.0,28,2299,37,0.38,TN,$46.50,/ TN,$17.67,0.38,TN,$46.50,/ TN,$17.67
10188901,06/03/25,209972-0001-002 H E B,R2,30.0,28,2226,62,7.46,TN,$46.50,/ TN,$346.89,7.46,TN,$46.50,/ TN,$346.89
1018952,06/03/25,211450-0001-001 DOCTORS HOSPITAL-COMP,R2,30.0,28,2224,57,4.1,TN,$46.50,/ TN,$190.65,4.1,TN,$46.50,/ TN,$190.65
1018958,06/03/25,211312-0001-001 PROTRANS INTERNATIONAL,R1,30.0,28,2223,79,0.92,TN,$46.50,/ TN,$42.78,0.92,TN,$46.50,/ TN,$42.78
1018961,06/03/25,212307-0002-001 MISSION PRODUCE,R1,40.0,28,2225,42,1.63,TN,$46.50,/ TN,$75.80,1.63,TN,$46.50,/ TN,$75.80
1018966,06/03/25,215976-0001-001 ROADSTAR INC,R1,30.0,28,2221,56,3.89,TN,$46.50,/ TN,$180.89,3.89,TN,$46.50,/ TN,$180.89
1019056,06/03/25,200746-0001-001 YUSEN LOGISTICS,R1,30.0,28,2223,79,1.4,TN,$46.50,/ TN,$65.10,1.4,TN,$46.50,/ TN,$65.10
1019071,06/03/25,201650-0001-001 KOHL'S STORE # 1059,R2,30.0,24,2226,62,2.18,TN,$0.00,/ TN,$0.00,2.18,TN,$0.00,/ TN,$0.00
1019081,06/03/25,209974-0001-001 H E B   # 0449,R2,30.0,28,2221,56,8.87,TN,$46.50,/ TN,$412.46,8.87,TN,$46.50,/ TN,$412.46
1019110,06/03/25,211365-0001-002 MRS BAIRD'S BAKERY,R1,30.0,28,2221,56,0.98,TN,$46.50,/ TN,$45.57,0.98,TN,$46.50,/ TN,$45.57
1019117,06/03/25,214098-0001-001 WAL MART - 3623,R2,30.0,28,2224,57,13.1,TN,$46.50,/ TN,$609.15,13.1,TN,$46.50,/ TN,$609.15
1019127,06/03/25,208851-0001-001 TERRACON,R1,10.0,28,2226,62,4.62,TN,$46.50,/ TN,$214.83,4.62,TN,$46.50,/ TN,$214.83
1019131,06/03/25,213543-0002-001 K-FLEX USA LAREDO,R1,30.0,28,2299,37,0.26,TN,$46.50,/ TN,$12.09,0.26,TN,$46.50,/ TN,$12.09
1019137,06/03/25,215975-0001-001 TEXAS TRADE LLC,R1,30.0,28,2225,42,2.03,TN,$46.50,/ TN,$94.40,2.03,TN,$46.50,/ TN,$94.40
1019151,06/04/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,3226,62,0.19,TN,$46.50,/ TN,$8.84,0.19,TN,$46.50,/ TN,$8.84
1019182,06/04/25,211871-0001-001 AUTO TRUCK (ATC)-LAREDO 544,R1,30.0,28,3221,56,0.54,TN,$46.50,/ TN,$25.11,0.54,TN,$46.50,/ TN,$25.11
1019188,06/04/25,208886-0001-001 FONTAINE MODIFICATION,R1,30.0,28,3224,57,1.15,TN,$46.50,/ TN,$53.48,1.15,TN,$46.50,/ TN,$53.48
1019192,06/04/25,213782-0001-001 XPO LOGISTICS/LTL/LLA (XPO000LLA),R1,30.0,28,3223,79,1.04,TN,$46.50,/ TN,$48.36,1.04,TN,$46.50,/ TN,$48.36
1019209,06/03/25,200746-0001-001 YUSEN LOGISTICS,R1,30.0,28,2223,79,2.17,TN,$46.50,/ TN,$100.91,2.17,TN,$46.50,/ TN,$100.91
1019229,06/04/25,207669-0001-001 TRUCK MOVERS,R1,30.0,28,3299,37,1.85,TN,$46.50,/ TN,$86.03,1.85,TN,$46.50,/ TN,$86.03
1019245,06/04/25,205224-0001-002 LA POSADA HOTEL,R2,30.0,28,3225,42,0.95,TN,$46.50,/ TN,$44.18,0.95,TN,$46.50,/ TN,$44.18
1019263,06/04/25,207669-0001-001 TRUCK MOVERS,R1,30.0,28,3299,37,3.43,TN,$46.50,/ TN,$159.50,3.43,TN,$46.50,/ TN,$159.50
1019274,06/04/25,213612-0001-001 TRANSPLACE MEXICO LLC,R1,30.0,28,3221,56,0.65,TN,$46.50,/ TN,$30.23,0.65,TN,$46.50,/ TN,$30.23
1019299,06/04/25,210839-0001-002 NATURE FRESH FARMS LAREDO,R1,15.0,28,3226,62,1.47,TN,$46.50,/ TN,$68.36,1.47,TN,$46.50,/ TN,$68.36
1019317,06/03/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,2299,37,2.05,TN,$46.50,/ TN,$95.33,2.05,TN,$46.50,/ TN,$95.33
1019329,06/04/25,207669-0001-001 TRUCK MOVERS,R1,30.0,28,3224,57,2.25,TN,$46.50,/ TN,$104.63,2.25,TN,$46.50,/ TN,$104.63
1019358,06/04/25,213782-0001-001 XPO LOGISTICS/LTL/LLA (XPO000LLA),R1,30.0,28,3223,79,1.34,TN,$46.50,/ TN,$62.31,1.34,TN,$46.50,/ TN,$62.31
1019362,06/04/25,210131-0001-001 TKR USA INC,R1,30.0,28,3221,56,0.53,TN,$46.50,/ TN,$24.65,0.53,TN,$46.50,/ TN,$24.65
1019374,06/04/25,208953-0001-002 TEXAS FIRST RENTALS LLC,R1,30.0,28,3299,37,2.29,TN,$46.50,/ TN,$106.49,2.29,TN,$46.50,/ TN,$106.49
1019383,06/04/25,213636-0001-002 CARTER EXPRESS INC,R1,30.0,28,3225,42,1.53,TN,$46.50,/ TN,$71.15,1.53,TN,$46.50,/ TN,$71.15
1019476,06/04/25,204106-0001-001 BROKERS LOGISTICS,R1,30.0,28,3224,57,0.87,TN,$46.50,/ TN,$40.46,0.87,TN,$46.50,/ TN,$40.46
1019506,06/04/25,200632-0001-001 SOUTH TEXAS MOULDING,R1,15.0,28,3226,62,1.0,TN,$46.50,/ TN,$46.50,1.0,TN,$46.50,/ TN,$46.50
1019528,06/04/25,208590-0001-001 SOUTHWEST INDUSTRIAL RECYCLI,R1,30.0,28,3223,79,2.09,TN,$46.50,/ TN,$97.19,2.09,TN,$46.50,/ TN,$97.19
1019550,06/04/25,210842-0001-001 ASCENT FOODS,R1,30.0,13,3221,56,6.86,TN,$216.50,/ TN,"$1,485.19",6.86,TN,$216.50,/ TN,"$1,485.19"
1019597,06/04/25,211219-0001-001 TRI-NATIONAL INC,R1,30.0,28,3221,56,0.89,TN,$46.50,/ TN,$41.39,0.89,TN,$46.50,/ TN,$41.39
1019597,06/04/25,211219-0001-001 TRI-NATIONAL INC,R1,30.0,9,3221,56,2.0,EA,$10.00,/ EA,$20.00,2.0,EA,$10.00,/ EA,$20.00
1019620,06/04/25,215841-0001-001 ESTATE OF JAVIER GARZA,R1,30.0,28,3299,37,1.82,TN,$46.50,/ TN,$84.63,1.82,TN,$46.50,/ TN,$84.63
1019626,06/04/25,207669-0001-001 TRUCK MOVERS,R1,30.0,28,3221,56,4.57,TN,$46.50,/ TN,$212.51,4.57,TN,$46.50,/ TN,$212.51
1019635,06/04/25,209701-0001-001 LINCOLN FREIGHT,R1,30.0,28,3223,79,1.66,TN,$46.50,/ TN,$77.19,1.66,TN,$46.50,/ TN,$77.19
1019645,06/04/25,200907-0001-001 WERNER ENTERPRISES,R1,30.0,28,3225,42,1.08,TN,$46.50,/ TN,$50.22,1.08,TN,$46.50,/ TN,$50.22
1019674,06/04/25,202856-0001-002 CEVA LOGISTICS,R1,30.0,28,3224,57,1.58,TN,$46.50,/ TN,$73.47,1.58,TN,$46.50,/ TN,$73.47
1019713,06/04/25,210260-0001-001 U S BORDER PATROL,R1,20.0,9,3226,62,0.08,EA,$10.00,/ EA,$0.80,0.08,EA,$10.00,/ EA,$0.80
1019726,06/04/25,207101-0002-001 PGW AUTO GLASS 5463,R1,30.0,28,3221,56,1.43,TN,$46.50,/ TN,$66.50,1.43,TN,$46.50,/ TN,$66.50
1019749,06/05/25,210378-0001-002 SOUTH TEXAS FOOD BANK,R1,30.0,28,4224,57,1.14,TN,$46.50,/ TN,$53.01,1.14,TN,$46.50,/ TN,$53.01
1019764,06/05/25,214368-0001-001 WINFIELD COMMUNITIES,R1,30.0,28,4299,37,4.47,TN,$46.50,/ TN,$207.86,4.47,TN,$46.50,/ TN,$207.86
1019790,06/05/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,4226,62,0.96,TN,$46.50,/ TN,$44.64,0.96,TN,$46.50,/ TN,$44.64
1019805,06/05/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,4225,42,1.07,TN,$46.50,/ TN,$49.76,1.07,TN,$46.50,/ TN,$49.76
1019853,06/05/25,209870-0001-001 DR IKES,R1,30.0,28,4225,42,2.42,TN,$46.50,/ TN,$112.53,2.42,TN,$46.50,/ TN,$112.53
1019860,06/05/25,214368-0001-001 WINFIELD COMMUNITIES,R1,30.0,28,4299,37,1.93,TN,$46.50,/ TN,$89.75,1.93,TN,$46.50,/ TN,$89.75
1019871,06/05/25,201649-0001-001 GATEWAY COMMUNITY HEALTH CTR,R1,10.0,28,4226,62,0.5,TN,$46.50,/ TN,$23.25,0.5,TN,$46.50,/ TN,$23.25
1019915,06/05/25,208512-0001-001 FORZA TRANSPORTATION,R1,30.0,28,4224,57,1.99,TN,$46.50,/ TN,$92.54,1.99,TN,$46.50,/ TN,$92.54
1019923,06/05/25,210687-0001-001 TARGET 2112,R1,30.0,28,4225,42,7.86,TN,$46.50,/ TN,$365.49,7.86,TN,$46.50,/ TN,$365.49
1019925,06/05/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,4221,56,0.78,TN,$46.50,/ TN,$36.27,0.78,TN,$46.50,/ TN,$36.27
1019966,06/05/25,214368-0001-001 WINFIELD COMMUNITIES,R1,30.0,28,4299,37,4.77,TN,$46.50,/ TN,$221.81,4.77,TN,$46.50,/ TN,$221.81
1019994,06/05/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,4223,79,1.34,TN,$46.50,/ TN,$62.31,1.34,TN,$46.50,/ TN,$62.31
1020041,06/05/25,205033-0001-002 MALL DEL NORTE,R2,30.0,28,4226,62,2.26,TN,$46.50,/ TN,$105.09,2.26,TN,$46.50,/ TN,$105.09
1020048,06/05/25,200810-0001-001 EXPEDITORS INT'L OF WASHING,R1,30.0,28,4224,57,1.41,TN,$46.50,/ TN,$65.57,1.41,TN,$46.50,/ TN,$65.57
1020094,06/05/25,210584-0001-002 LOWE'S,R2,30.0,28,4221,56,2.91,TN,$46.50,/ TN,$135.32,2.91,TN,$46.50,/ TN,$135.32
1020124,06/26/25,210131-0001-001 TKR USA INC,R1,30.0,28,4223,79,0.67,TN,$46.50,/ TN,$31.16,0.67,TN,$46.50,/ TN,$31.16
1020125,06/05/25,208512-0001-001 FORZA TRANSPORTATION,R1,30.0,28,4225,42,2.31,TN,$46.50,/ TN,$107.42,2.31,TN,$46.50,/ TN,$107.42
1020126,06/05/25,214368-0001-001 WINFIELD COMMUNITIES,R1,30.0,28,4299,37,3.7,TN,$46.50,/ TN,$172.05,3.7,TN,$46.50,/ TN,$172.05
1020130,06/05/25,211312-0001-001 PROTRANS INTERNATIONAL,R1,30.0,28,4223,79,0.67,TN,$46.50,/ TN,$31.16,0.67,TN,$46.50,/ TN,$31.16
1020169,06/05/25,205033-0001-002 MALL DEL NORTE,R2,30.0,28,4226,62,0.68,TN,$46.50,/ TN,$31.62,0.68,TN,$46.50,/ TN,$31.62
1020188,06/05/25,215760-0001-001 SPRING HILL SUITES,R1,30.0,28,4224,57,0.93,TN,$46.50,/ TN,$43.25,0.93,TN,$46.50,/ TN,$43.25
1020201,06/05/25,203122-0001-001 ZARSKY LUMBER,R1,30.0,28,4221,56,2.35,TN,$46.50,/ TN,$109.28,2.35,TN,$46.50,/ TN,$109.28
10202014,06/05/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,4226,62,0.35,TN,$46.50,/ TN,$16.28,0.35,TN,$46.50,/ TN,$16.28
1020237,06/05/25,201216-0001-001 PALOS GARZA FORWARDING,R1,30.0,28,4223,79,1.06,TN,$46.50,/ TN,$49.29,1.06,TN,$46.50,/ TN,$49.29
1020243,06/26/25,202091-0001-001 AMERICA DISPATCH,R1,30.0,28,4223,79,1.25,TN,$46.50,/ TN,$58.13,1.25,TN,$46.50,/ TN,$58.13
1020263,06/05/25,213894-0001-001 TK AUTOMOTIVE LOG SOL,R1,30.0,28,4225,42,1.51,TN,$46.50,/ TN,$70.22,1.51,TN,$46.50,/ TN,$70.22
1020267,06/05/25,214368-0001-001 WINFIELD COMMUNITIES,R1,30.0,28,4299,37,0.05,TN,$46.50,/ TN,$2.33,0.05,TN,$46.50,/ TN,$2.33
1020278,06/05/25,205947-0008-001 SAVO,R1,30.0,28,4221,56,5.4,TN,$46.50,/ TN,$251.10,5.4,TN,$46.50,/ TN,$251.10
1020282,06/06/25,216008-0001-001 LINAMAR SKYJACK LAREDO,R1,30.0,28,5224,57,2.38,TN,$46.50,/ TN,$110.67,2.38,TN,$46.50,/ TN,$110.67
1020294,06/06/25,206091-0001-001 PILOT TRAVEL CENTER-0377,R2,40.0,28,5221,56,7.0,TN,$46.50,/ TN,$325.50,7.0,TN,$46.50,/ TN,$325.50
1020310,06/06/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,5226,62,0.57,TN,$46.50,/ TN,$26.51,0.57,TN,$46.50,/ TN,$26.51
1020320,06/06/25,215840-0001-001 WHEELER METALS,R1,30.0,28,5223,79,2.71,TN,$46.50,/ TN,$126.02,2.71,TN,$46.50,/ TN,$126.02
1020342,06/06/25,213474-0002-001 THE OUTLETS SHOPPES AT LAREDO,R1,30.0,28,5225,42,5.5,TN,$46.50,/ TN,$255.75,5.5,TN,$46.50,/ TN,$255.75
1020368,06/06/25,200573-0001-002 SOUTHERN DISTRIBUTING,R1,10.0,28,5226,62,3.82,TN,$46.50,/ TN,$177.63,3.82,TN,$46.50,/ TN,$177.63
1020383,06/06/25,201871-0001-001 LASER FORWARDING,R1,30.0,28,5221,56,0.46,TN,$46.50,/ TN,$21.39,0.46,TN,$46.50,/ TN,$21.39
1020396,06/06/25,215872-0001-001 WASTE MANAGEMENT- WALMART,R1,30.0,28,5226,62,4.02,TN,$46.50,/ TN,$186.93,4.02,TN,$46.50,/ TN,$186.93
1020416,06/06/25,213782-0001-001 XPO LOGISTICS/LTL/LLA (XPO000LLA),R1,30.0,28,5223,79,0.1,TN,$46.50,/ TN,$4.65,0.1,TN,$46.50,/ TN,$4.65
1020423,06/06/25,208886-0001-001 FONTAINE MODIFICATION,R1,30.0,28,5224,57,1.35,TN,$46.50,/ TN,$62.78,1.35,TN,$46.50,/ TN,$62.78
1020456,06/06/25,204789-0001-001 BUCKLAND GLOBAL TRADE,R1,30.0,28,5221,56,1.46,TN,$46.50,/ TN,$67.89,1.46,TN,$46.50,/ TN,$67.89
1020478,06/06/25,205224-0001-002 LA POSADA HOTEL,R2,30.0,28,5225,42,0.58,TN,$46.50,/ TN,$26.97,0.58,TN,$46.50,/ TN,$26.97
1020480,06/06/25,213405-0001-001 EXPEDITOR'S INT'L OF WASHINGTON,R1,30.0,28,5221,56,1.21,TN,$46.50,/ TN,$56.27,1.21,TN,$46.50,/ TN,$56.27
1020514,06/06/25,208170-0001-001 HILCORP ENERGY COMPANY,R1,20.0,28,5226,62,0.84,TN,$46.50,/ TN,$39.06,0.84,TN,$46.50,/ TN,$39.06
1020542,06/06/25,211450-0001-001 DOCTORS HOSPITAL-COMP,R2,30.0,28,5224,57,3.98,TN,$46.50,/ TN,$185.07,3.98,TN,$46.50,/ TN,$185.07
1020543,06/06/25,216001-0001-001 GFL ENVIRONMENTAL,R1,30.0,28,5223,79,1.74,TN,$46.50,/ TN,$80.91,1.74,TN,$46.50,/ TN,$80.91
1020677,06/06/25,210842-0001-001 ASCENT FOODS,R1,30.0,28,5221,56,2.13,TN,$46.50,/ TN,$99.05,2.13,TN,$46.50,/ TN,$99.05
1020699,06/06/25,215759-0001-001 DICEX,R1,30.0,28,5223,79,2.02,TN,$46.50,/ TN,$93.93,2.02,TN,$46.50,/ TN,$93.93
1020710,06/06/25,210131-0001-001 TKR USA INC,R1,30.0,28,5224,57,0.41,TN,$46.50,/ TN,$19.07,0.41,TN,$46.50,/ TN,$19.07
1020717,06/06/25,200563-0001-001 HOWLAND SURVEYING,R1,10.0,28,5226,62,2.67,TN,$46.50,/ TN,$124.16,2.67,TN,$46.50,/ TN,$124.16
1020792,06/06/25,206957-0001-001 KONGSBERG DRIVELINE SYST INC,R1,30.0,28,5221,56,1.07,TN,$46.50,/ TN,$49.76,1.07,TN,$46.50,/ TN,$49.76
1020801,06/06/25,212307-0002-001 MISSION PRODUCE,R1,40.0,28,5225,42,1.11,TN,$46.50,/ TN,$51.62,1.11,TN,$46.50,/ TN,$51.62
1020802,06/06/25,211312-0001-001 PROTRANS INTERNATIONAL,R1,30.0,28,5223,79,0.44,TN,$46.50,/ TN,$20.46,0.44,TN,$46.50,/ TN,$20.46
1020829,06/06/25,208551-0001-001 TRANE SUPPLY,R1,30.0,28,5226,62,0.6,TN,$46.50,/ TN,$27.90,0.6,TN,$46.50,/ TN,$27.90
1020831,06/06/25,200904-0001-001 LAREDO JOB COR -30YD,R1,30.0,28,5224,57,1.21,TN,$46.50,/ TN,$56.27,1.21,TN,$46.50,/ TN,$56.27
1020840,06/06/25,214368-0001-001 WINFIELD COMMUNITIES,R1,30.0,28,5221,56,3.21,TN,$46.50,/ TN,$149.27,3.21,TN,$46.50,/ TN,$149.27
1020842,06/07/25,206938-0001-001 S R FWDG-30YD,R1,30.0,28,6226,62,0.64,TN,$46.50,/ TN,$29.76,0.64,TN,$46.50,/ TN,$29.76
1020885,06/07/25,203347-0001-001 T S I,R1,30.0,28,6225,42,1.58,TN,$46.50,/ TN,$73.47,1.58,TN,$46.50,/ TN,$73.47
1020941,06/07/25,204273-0001-001 S R FWDG-30YD,R1,30.0,28,6224,57,0.82,TN,$46.50,/ TN,$38.13,0.82,TN,$46.50,/ TN,$38.13
1020978,06/07/25,211242-0001-001 BOLANOS & COMPANY,R1,30.0,28,6226,62,0.67,TN,$46.50,/ TN,$31.16,0.67,TN,$46.50,/ TN,$31.16
1021014,06/07/25,200770-0001-002 FEDERAL EXPRESS,R1,30.0,28,6224,57,0.43,TN,$46.50,/ TN,$20.00,0.43,TN,$46.50,/ TN,$20.00
1021054,06/07/25,212307-0002-002 MISSION PRODUCE,R1,30.0,13,6225,42,5.78,TN,$216.50,/ TN,"$1,251.37",5.78,TN,$216.50,/ TN,"$1,251.37"
102113,06/07/25,200770-0001-002 FEDERAL EXPRESS,R1,30.0,28,6224,57,0.81,TN,$46.50,/ TN,$37.67,0.81,TN,$46.50,/ TN,$37.67
1021160,06/07/25,206290-0001-002 UNION PACIFIC# VA999,R1,15.0,28,6226,62,0.91,TN,$46.50,/ TN,$42.32,0.91,TN,$46.50,/ TN,$42.32
1021265,06/07/25,205784-0001-001 EXEL GLOBAL LOGISTICS,R1,30.0,28,6224,57,0.91,TN,$46.50,/ TN,$42.32,0.91,TN,$46.50,/ TN,$42.32
1021273,06/07/25,204971-0001-001 SWIFT TRANSPORTATION,R1,30.0,28,6225,42,2.23,TN,$46.50,/ TN,$103.70,2.23,TN,$46.50,/ TN,$103.70
1021359,06/07/25,210340-0001-001 OSHKOSH CORP,R1,30.0,28,6224,57,0.5,TN,$46.50,/ TN,$23.25,0.5,TN,$46.50,/ TN,$23.25
1021441,06/09/25,213782-0001-001 XPO LOGISTICS/LTL/LLA (XPO000LLA),R1,30.0,28,1223,79,1.09,TN,$46.50,/ TN,$50.69,1.09,TN,$46.50,/ TN,$50.69
1021509,06/09/25,210918-0001-001 TRAVEL AMERICA,R2,30.0,28,1224,57,2.61,TN,$46.50,/ TN,$121.37,2.61,TN,$46.50,/ TN,$121.37
1021512,06/09/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,1226,62,1.23,TN,$46.50,/ TN,$57.20,1.23,TN,$46.50,/ TN,$57.20
1021546,06/09/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,1225,42,1.14,TN,$46.50,/ TN,$53.01,1.14,TN,$46.50,/ TN,$53.01
1021616,06/09/25,208590-0001-001 SOUTHWEST INDUSTRIAL RECYCLI,R1,30.0,28,1223,79,2.36,TN,$46.50,/ TN,$109.74,2.36,TN,$46.50,/ TN,$109.74
1021618,06/09/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,1226,62,0.7,TN,$46.50,/ TN,$32.55,0.7,TN,$46.50,/ TN,$32.55
1021718,06/09/25,207516-0001-001 JAMCO INTERNATIONAL,R1,30.0,28,1223,79,0.82,TN,$46.50,/ TN,$38.13,0.82,TN,$46.50,/ TN,$38.13
1021723,06/09/25,204203-0001-001 FLYING J #730,R2,30.0,28,1224,57,5.34,TN,$46.50,/ TN,$248.31,5.34,TN,$46.50,/ TN,$248.31
1021743,06/09/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,1226,62,0.42,TN,$46.50,/ TN,$19.53,0.42,TN,$46.50,/ TN,$19.53
1021839,06/09/25,210918-0001-001 TRAVEL AMERICA,R2,30.0,28,1225,42,1.32,TN,$46.50,/ TN,$61.38,1.32,TN,$46.50,/ TN,$61.38
1021842,06/09/25,210839-0001-002 NATURE FRESH FARMS LAREDO,R1,15.0,13,1226,62,3.72,TN,$216.50,/ TN,$805.38,3.72,TN,$216.50,/ TN,$805.38
